seq	bytes	mtime	ext	class	path	corpus_tier
1174	10725	2026-08-19	md	TEXT	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-correction3-verification-stop.md	OUT_OF_SCOPE_ROOT
1175	29450	2026-08-19	md	TEXT	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-amd2-verification.md	OUT_OF_SCOPE_ROOT
1176	14697	2026-08-19	md	TEXT	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-amd2-verification-independence-refusal.md	OUT_OF_SCOPE_ROOT
1177	95425	2026-08-19	md	TEXT	docs/knowledgeos/architecture/KOS-AIP04-DISCOVERY-001-capability-architecture-analysis.md	OUT_OF_SCOPE_ROOT
1178	13323	2026-08-19	md	TEXT	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-correction3-verification-registration.md	OUT_OF_SCOPE_ROOT
1179	9447	2026-08-19	md	TEXT	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-correction3-verification-independence-refusal.md	OUT_OF_SCOPE_ROOT
1180	14829	2026-08-19	md	TEXT	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-provenance-reconciliation.md	OUT_OF_SCOPE_ROOT
1181	5771	2026-08-19	md	TEXT	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-c5-commission-canonical-discovery-stop.md	OUT_OF_SCOPE_ROOT
1182	11047	2026-08-19	md	TEXT	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-provenance-disposition-c5-correction3.md	OUT_OF_SCOPE_ROOT
1183	5824	2026-08-19	md	TEXT	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-c10-receipt-decision-boundary.md	OUT_OF_SCOPE_ROOT
1184	11947	2026-08-19	md	TEXT	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-c10-decision-1-receipt-semantics.md	OUT_OF_SCOPE_ROOT
1185	5720	2026-08-19	md	TEXT	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-c10-d1-second-act-conflict.md	OUT_OF_SCOPE_ROOT
1186	7791	2026-08-19	md	TEXT	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-c10-existence-decision-prep.md	OUT_OF_SCOPE_ROOT
1187	7016	2026-08-19	md	TEXT	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-c10-d3-decision-prep.md	OUT_OF_SCOPE_ROOT
1188	8546	2026-08-19	md	TEXT	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-c10-d4-decision-prep.md	OUT_OF_SCOPE_ROOT
1189	12302	2026-08-19	md	TEXT	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-c10-d4-2-condition-semantics.md	OUT_OF_SCOPE_ROOT
1190	10509	2026-08-19	md	TEXT	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-c10-d4-3-response-mapping.md	OUT_OF_SCOPE_ROOT
1191	15478	2026-08-19	md	TEXT	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-c10-d5-commission.md	OUT_OF_SCOPE_ROOT
1192	27244	2026-08-19	md	TEXT	docs/knowledgeos/architecture/KOS-AIP04-C10-D5-ESTABLISHMENT-CRITERIA-PROPOSAL.md	OUT_OF_SCOPE_ROOT
1193	8096	2026-08-19	md	TEXT	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-c10-d1-stabilization-act-registration.md	OUT_OF_SCOPE_ROOT
1194	8517	2026-08-19	md	TEXT	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-c10-d1-consolidation-prep.md	OUT_OF_SCOPE_ROOT
1195	51230	2026-08-19	md	TEXT	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-c10-d2-existence-decision.md	OUT_OF_SCOPE_ROOT
1196	10684	2026-08-19	md	TEXT	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-provenance-disposition.md	OUT_OF_SCOPE_ROOT
1197	22064	2026-08-19	md	TEXT	docs/knowledgeos/architecture/KOS-AIP04-C10-E2-RECEIPT-COMPLETENESS.md	OUT_OF_SCOPE_ROOT
1198	6061	2026-08-19	md	TEXT	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-c10-e2-assignment-regression.md	OUT_OF_SCOPE_ROOT
1199	8668	2026-08-19	md	TEXT	docs/knowledgeos/reviews/KOS-AIP04-C10-E2-GOVERNANCE-REVIEW.md	OUT_OF_SCOPE_ROOT
1200	4350	2026-08-19	md	TEXT	docs/knowledgeos/reviews/KOS-AIP04-C10-E2-FLAG-O-RESOLUTION.md	OUT_OF_SCOPE_ROOT
1201	5189	2026-08-19	md	TEXT	docs/knowledgeos/reviews/KOS-AIP04-C10-E2-ADOPTION-DECISION.md	OUT_OF_SCOPE_ROOT
1202	11681	2026-08-19	md	TEXT	docs/knowledgeos/reviews/KOS-AIP04-C10-D5-ADOPTION-DECISION.md	OUT_OF_SCOPE_ROOT
1203	17730	2026-08-19	md	TEXT	docs/knowledgeos/architecture/KOS-AIP-GOV-STATE-DURABILITY-ADR.md	OUT_OF_SCOPE_ROOT
1204	20091	2026-08-19	md	TEXT	docs/knowledgeos/reviews/2026-08-19-KOS-AIP-GOV-STATE-DURABILITY-po-arb-position-registration.md	OUT_OF_SCOPE_ROOT
1205	6919	2026-08-19	md	TEXT	docs/knowledgeos/reviews/KOS-AIP-GOV-STATE-DURABILITY-DECISION.md	OUT_OF_SCOPE_ROOT
1206	15618	2026-08-19	md	TEXT	docs/knowledgeos/architecture/KOS-AIP-GOV-STATE-DURABILITY-IMPLEMENTATION-DESIGN.md	OUT_OF_SCOPE_ROOT
1207	11200	2026-08-19	md	TEXT	docs/knowledgeos/how_far_we_are/202060819_2137_session.md	OUT_OF_SCOPE_ROOT
1208	12167	2026-08-19	md	TEXT	docs/knowledgeos/backlog/EKS-05-knowledge-evidence-boundary.md	OUT_OF_SCOPE_ROOT
1209	11362	2026-08-20	md	TEXT	docs/knowledgeos/reviews/KOS-AIP-GOV-STATE-DURABILITY-MIGRATION-PLAN-REVIEW.md	OUT_OF_SCOPE_ROOT
1210	9796	2026-08-20	md	TEXT	docs/knowledgeos/reviews/KOS-AIP-GOV-STATE-DURABILITY-OPEN-M3-DECISION-PREP.md	OUT_OF_SCOPE_ROOT
1211	8778	2026-08-20	md	TEXT	docs/knowledgeos/reviews/KOS-AIP-GOV-STATE-DURABILITY-MIGRATION-PLAN-GOVERNANCE-REVIEW.md	OUT_OF_SCOPE_ROOT
1212	36925	2026-08-20	md	TEXT	docs/knowledgeos/reviews/KOS-AIP-GOV-STATE-DURABILITY-MIGRATION-PLAN-ARCHITECTURE-REVIEW.md	OUT_OF_SCOPE_ROOT
1213	50104	2026-08-20	md	TEXT	docs/knowledgeos/reviews/KOS-AIP-GOV-STATE-DURABILITY-MIGRATION-PLAN-AMD3-ARCHITECTURE-REVIEW.md	OUT_OF_SCOPE_ROOT
1214	39008	2026-08-20	md	TEXT	docs/knowledgeos/reviews/KOS-AIP-GOV-STATE-DURABILITY-MIGRATION-PLAN-AMD4-ARCHITECTURE-REVIEW.md	OUT_OF_SCOPE_ROOT
1215	11106	2026-08-20	md	TEXT	docs/knowledgeos/architecture/KOS-AIP-GOV-STATE-DURABILITY-MIGRATION-PLAN-AMD4-SUMMARY.md	OUT_OF_SCOPE_ROOT
1216	15008	2026-08-20	md	TEXT	docs/knowledgeos/architecture/KOS-AIP-GOV-STATE-DURABILITY-MIGRATION-PLAN-AMD5-SUMMARY.md	OUT_OF_SCOPE_ROOT
1217	46946	2026-08-21	md	TEXT	docs/knowledgeos/reviews/KOS-AIP-GOV-STATE-DURABILITY-MIGRATION-PLAN-AMD5-ARCHITECTURE-REVIEW.md	OUT_OF_SCOPE_ROOT
1218	71121	2026-08-21	md	TEXT	docs/knowledgeos/reviews/KOS-AIP-GOV-STATE-DURABILITY-MIGRATION-PLAN-AMD6-ARCHITECTURE-REVIEW.md	OUT_OF_SCOPE_ROOT
1219	12398	2026-08-21	md	TEXT	docs/knowledgeos/reviews/2026-08-21-track2-phase0-historical-back-test-report.md	OUT_OF_SCOPE_ROOT
1220	4773	2026-08-21	md	TEXT	docs/knowledgeos/backlog/EKS-06-reference-register-identifier-families.md	OUT_OF_SCOPE_ROOT
1221	33338	2026-08-21	md	TEXT	docs/knowledgeos/reviews/2026-08-21-cost-optimization-governance-assurance-review.md	OUT_OF_SCOPE_ROOT
1222	13737	2026-08-21	md	TEXT	docs/knowledgeos/reviews/2026-08-21-track2-phase0-conformance-verification.md	OUT_OF_SCOPE_ROOT
1223	33101	2026-08-21	md	TEXT	docs/knowledgeos/reviews/KOS-AIP-GOV-STATE-DURABILITY-DV-CORRECTION-COMMISSION-REVIEWER-NOTE.md	OUT_OF_SCOPE_ROOT
1224	18126	2026-08-21	md	TEXT	docs/knowledgeos/reviews/2026-08-21-track2-phase1-adoption-evidence.md	OUT_OF_SCOPE_ROOT
1225	13216	2026-08-21	md	TEXT	docs/knowledgeos/architecture/01-KnowledgeOS-Domain-and-Context-Architecture.md	OUT_OF_SCOPE_ROOT
1226	12596	2026-08-21	md	TEXT	docs/knowledgeos/architecture/02-KnowledgeOS-Kernel-and-Platform-Architecture.md	OUT_OF_SCOPE_ROOT
1227	12599	2026-08-21	md	TEXT	docs/knowledgeos/architecture/03-KnowledgeOS-Evidence-Assurance-and-Governance.md	OUT_OF_SCOPE_ROOT
1228	8751	2026-08-21	md	TEXT	docs/knowledgeos/architecture/04-KnowledgeOS-Event-and-Integration-Architecture.md	OUT_OF_SCOPE_ROOT
1229	9043	2026-08-21	md	TEXT	docs/knowledgeos/architecture/05-KnowledgeOS-Architecture-Patterns-and-Technology.md	OUT_OF_SCOPE_ROOT
1230	10191	2026-08-21	md	TEXT	docs/knowledgeos/architecture/06-KnowledgeOS-Operating-Model-and-Product-Architecture.md	OUT_OF_SCOPE_ROOT
1231	23131	2026-08-21	md	TEXT	docs/knowledgeos/architecture/07-KnowledgeOS-Target-Architecture-Review.md	OUT_OF_SCOPE_ROOT
1232	7844	2026-08-21	md	TEXT	docs/knowledgeos/architecture/00-KnowledgeOS-Architecture-Review-Index.md	OUT_OF_SCOPE_ROOT
1233	29470	2026-08-21	md	TEXT	docs/knowledgeos/architecture/KOS-AIP-GOV-STATE-DURABILITY-MIGRATION-PLAN-AMD6-SUMMARY.md	OUT_OF_SCOPE_ROOT
1234	13444	2026-08-21	md	TEXT	docs/knowledgeos/reviews/KOS-AIP-GOV-STATE-DURABILITY-DV-CORRECTION-INDEPENDENCE-GATE-REFUSAL.md	OUT_OF_SCOPE_ROOT
1235	15493	2026-08-21	md	TEXT	docs/knowledgeos/reviews/KOS-AIP-GOV-STATE-DURABILITY-DV-CORRECTION-REVIEWER-ELIGIBILITY-DECLARATION.md	OUT_OF_SCOPE_ROOT
1236	30742	2026-08-21	md	TEXT	docs/knowledgeos/architecture/20260821_2032_EKS Current Architecture Baseline.md	OUT_OF_SCOPE_ROOT
1237	20241	2026-08-21	md	TEXT	docs/knowledgeos/reviews/KOS-AIP-GOV-STATE-DURABILITY-DV-CORRECTION-REVIEWER-ELIGIBILITY-DECLARATION-8a525719.md	OUT_OF_SCOPE_ROOT
1238	15590	2026-08-21	md	TEXT	docs/knowledgeos/reviews/KOS-AIP-GOV-STATE-DURABILITY-DV-CORRECTION-REVIEW-START-GATE-REFUSAL-8a525719.md	OUT_OF_SCOPE_ROOT
1239	16263	2026-08-21	md	TEXT	docs/knowledgeos/reviews/KOS-AIP-GOV-STATE-DURABILITY-DV-CORRECTION-REVIEW-START-GATE-REFUSAL-c11a5a12.md	OUT_OF_SCOPE_ROOT
1240	21990	2026-08-21	md	TEXT	docs/knowledgeos/reviews/2026-08-21-KOS-EP01-P2-pks-archaeology-launch-prompt-review.md	OUT_OF_SCOPE_ROOT
1241	10875	2026-08-21	md	TEXT	docs/knowledgeos/reviews/2026-08-21-KOS-EP01-P2-pks-baseline-hpa-review.md	OUT_OF_SCOPE_ROOT
1242	79930	2026-08-21	md	TEXT	docs/knowledgeos/architecture/20260821-2229-PKS-Current-Architecture-Baseline-Stage-2.md	OUT_OF_SCOPE_ROOT
1243	7400	2026-08-21	md	TEXT	docs/knowledgeos/reviews/2026-08-21-KOS-EP01-P3-landscape-launch-prompt-review.md	OUT_OF_SCOPE_ROOT
1244	11058	2026-08-21	md	TEXT	docs/knowledgeos/reviews/2026-08-21-KOS-EP01-P3-aip-reconstruction-hpa-review.md	OUT_OF_SCOPE_ROOT
1245	19132	2026-08-21	md	TEXT	docs/knowledgeos/reviews/2026-08-21-KOS-EP01-P3-findings-independent-verification.md	OUT_OF_SCOPE_ROOT
1246	87402	2026-08-21	md	TEXT	docs/knowledgeos/architecture/20260821-2344-KnowledgeOS-Epistemic-Architecture-Investigation.md	OUT_OF_SCOPE_ROOT
1247	10936	2026-08-22	md	TEXT	docs/knowledgeos/reviews/2026-08-22-KOS-EP01-R1-eks-corpus-completion-launch-prompt.md	OUT_OF_SCOPE_ROOT
1248	152337	2026-08-22	md	TEXT	docs/knowledgeos/architecture/20260821-2140-EKS-Current-Architecture-Baseline-Stage-1.md	OUT_OF_SCOPE_ROOT
1249	6013	2026-08-22	md	TEXT	docs/knowledgeos/backlog/EKS-08-representation-semantics-separation.md	OUT_OF_SCOPE_ROOT
1250	14184	2026-08-22	md	TEXT	docs/knowledgeos/KnowledgeOS_Conceptual_Foundation.md	OUT_OF_SCOPE_ROOT
1251	13578	2026-08-22	md	TEXT	docs/knowledgeos/KnowledgeOS_Epistemic_Control_Systems_Comparison.md	OUT_OF_SCOPE_ROOT
1252	11488	2026-08-22	md	TEXT	docs/knowledgeos/KnowledgeOS_Vedanta_Pramana_Lens.md	OUT_OF_SCOPE_ROOT
1253	9201	2026-08-22	md	TEXT	docs/knowledgeos/reviews/2026-08-22-KOS-EP01-P3-corrected-baseline-rereview-ruling.md	OUT_OF_SCOPE_ROOT
1254	44937	2026-08-22	md	TEXT	docs/knowledgeos/architecture/20260821-2259-AIP-Current-Architecture-Reconstruction-Stage-3.md	OUT_OF_SCOPE_ROOT
1255	4806	2026-08-22	md	TEXT	docs/knowledgeos/reviews/2026-08-22-KOS-EP01-P4-landscape-launch-prompt.md	OUT_OF_SCOPE_ROOT
1256	51977	2026-08-22	md	TEXT	docs/knowledgeos/architecture/20260822-0915-KOS-EP01-P4-Constitutional-Invariant-Map-v1.0.md	OUT_OF_SCOPE_ROOT
1257	6345	2026-08-22	md	TEXT	docs/knowledgeos/reviews/2026-08-22-KOS-EP01-P5-evidence-validation-launch-prompt.md	OUT_OF_SCOPE_ROOT
1258	36336	2026-08-22	md	TEXT	docs/knowledgeos/architecture/20260822-0927-KOS-EP01-P5-Constitutional-Invariant-Decision-Matrix-v1.0.md	OUT_OF_SCOPE_ROOT
1259	12638	2026-08-22	md	TEXT	docs/knowledgeos/architecture/20260822-0939-KOS-EP01-Step5-Kernel-Decision.md	OUT_OF_SCOPE_ROOT
1260	4450	2026-08-22	md	TEXT	docs/knowledgeos/reviews/20260822-0951-KOS-EP01-Constitution-v1.0-commissioning-prompt.md	OUT_OF_SCOPE_ROOT
1261	15659	2026-08-22	md	TEXT	docs/knowledgeos/architecture/20260822-0951-KOS-EP01-Constitution-v1.0.md	OUT_OF_SCOPE_ROOT
1262	4904	2026-08-22	md	TEXT	docs/knowledgeos/reviews/20260822-0955-KOS-EP01-Reference-Architecture-v1.0-commissioning-prompt.md	OUT_OF_SCOPE_ROOT
1263	20203	2026-08-22	md	TEXT	docs/knowledgeos/architecture/20260822-0955-KOS-EP01-Reference-Architecture-v1.0.md	OUT_OF_SCOPE_ROOT
1264	8315	2026-08-22	md	TEXT	docs/knowledgeos/reviews/20260822-1007-KOS-EP01-Vedic-Placement-Ruling.md	OUT_OF_SCOPE_ROOT
1265	14778	2026-08-22	md	TEXT	docs/knowledgeos/reviews/20260822-1010-KOS-EP01-Research-Lens-001-Transformation-without-identity-loss.md	OUT_OF_SCOPE_ROOT
1266	8493	2026-08-22	md	TEXT	docs/knowledgeos/reviews/20260822-1028-KOS-EP01-Research-Phase-Closure-Ratification.md	OUT_OF_SCOPE_ROOT
1267	15524	2026-08-22	md	TEXT	docs/knowledgeos/reviews/20260822-1100-KOS-EP01-Zero-Neutral-Ground-Architectural-Refinement.md	OUT_OF_SCOPE_ROOT
1268	37535	2026-08-22	md	TEXT	docs/knowledgeos/reviews/KOS-AIP-GOV-STATE-DURABILITY-DV-CORRECTION-INDEPENDENT-REVIEW.md	OUT_OF_SCOPE_ROOT
1269	10633	2026-08-22	md	TEXT	docs/knowledgeos/reviews/20260822-1115-KOS-EP01-Zero-Z-KOS-001-Ratification.md	OUT_OF_SCOPE_ROOT
1270	9835	2026-08-22	md	TEXT	docs/knowledgeos/reviews/20260822-1130-KOS-EP01-Zero-Final-Interpretation-and-Synthesis.md	OUT_OF_SCOPE_ROOT
1271	12197	2026-08-22	md	TEXT	docs/knowledgeos/reviews/20260822-1145-KOS-EP01-Quranic-Epistemology-Lens-Extraction.md	OUT_OF_SCOPE_ROOT
1272	11889	2026-08-22	md	TEXT	docs/knowledgeos/reviews/20260822-1200-KOS-EP01-Negative-Epistemology-Definition.md	OUT_OF_SCOPE_ROOT
1273	13544	2026-08-22	md	TEXT	docs/knowledgeos/reviews/20260822-1215-KOS-EP01-Biblical-Explanation-Architecture-Lens-Extraction.md	OUT_OF_SCOPE_ROOT
1274	13552	2026-08-22	md	TEXT	docs/knowledgeos/reviews/20260822-1230-KOS-EP01-Moksha-Liberation-State-Lens-Extraction.md	OUT_OF_SCOPE_ROOT
1275	12614	2026-08-22	md	TEXT	docs/knowledgeos/reviews/2026-08-22-KOS-AIP-GOV-STATE-DURABILITY-ADR-session-completion-handoff-protocol-governance-review.md	OUT_OF_SCOPE_ROOT
1276	24417	2026-08-22	md	TEXT	docs/knowledgeos/reviews/2026-08-22-KOS-AIP-GOV-STATE-DURABILITY-ADR-session-completion-handoff-protocol-independent-governance-review.md	OUT_OF_SCOPE_ROOT
1277	5928	2026-08-22	md	TEXT	docs/knowledgeos/reviews/2026-08-22-KOS-AIP-GOV-STATE-DURABILITY-ADR-session-completion-handoff-protocol-adoption-registration.md	OUT_OF_SCOPE_ROOT
1278	18333	2026-08-22	md	TEXT	docs/knowledgeos/reviews/20260822-1245-KOS-EP01-Goedel-Reflection-Lens-Extraction.md	OUT_OF_SCOPE_ROOT
1279	14568	2026-08-22	md	TEXT	docs/knowledgeos/reviews/20260822-1300-KOS-EP01-Goedel-Lens-Deeper-Analysis.md	OUT_OF_SCOPE_ROOT
1280	9321	2026-08-22	md	TEXT	docs/knowledgeos/reviews/2026-08-22-KOS-AIP-GOV-STATE-DURABILITY-ADR-session-completion-handoff-protocol-v1.1-independent-review.md	OUT_OF_SCOPE_ROOT
1281	24281	2026-08-22	md	TEXT	docs/knowledgeos/governance/SESSION-COMPLETION-HANDOFF-PROTOCOL.md	OUT_OF_SCOPE_ROOT
1282	15085	2026-08-22	md	TEXT	docs/knowledgeos/reviews/20260822-1315-KOS-EP01-Goedel-Numbering-Mechanism-Operationalization.md	OUT_OF_SCOPE_ROOT
1283	16884	2026-08-22	md	TEXT	docs/knowledgeos/reviews/20260822-1330-KOS-EP01-Escher-Lens-Transformation-Representation-Integrity.md	OUT_OF_SCOPE_ROOT
1284	7787	2026-08-22	md	TEXT	docs/knowledgeos/reviews/2026-08-22-KOS-AIP-GOV-STATE-DURABILITY-ADR-session-completion-handoff-protocol-operational-test.md	OUT_OF_SCOPE_ROOT
1285	3911	2026-08-22	md	TEXT	docs/knowledgeos/reviews/2026-08-22-KOS-AIP-GOV-STATE-DURABILITY-ADR-session-completion-handoff-protocol-test-acceptance-registration.md	OUT_OF_SCOPE_ROOT
1286	20321	2026-08-22	md	TEXT	docs/knowledgeos/reviews/20260822-1345-KOS-EP01-Sanskrit-Grammar-Semantic-Transformation-Integrity.md	OUT_OF_SCOPE_ROOT
1287	10025	2026-08-22	md	TEXT	docs/knowledgeos/reviews/2026-08-22-KOS-AIP-GOV-STATE-DURABILITY-DV-CORRECTION-GOVERNANCE-BOUNDED-REVIEW.md	OUT_OF_SCOPE_ROOT
1288	22904	2026-08-22	md	TEXT	docs/knowledgeos/reviews/20260822-1400-KOS-EP01-Sanskrit-Grammar-V2-Vedic-Paninian-Generative-System.md	OUT_OF_SCOPE_ROOT
1289	18577	2026-08-22	md	TEXT	docs/knowledgeos/reviews/20260822-1415-KOS-EP01-Sanskrit-Word-Order-Invariance-Semantic-Normal-Form.md	OUT_OF_SCOPE_ROOT
1290	186152	2026-08-22	md	TEXT	docs/knowledgeos/KnowledgeOS_Character_Definition.md	OUT_OF_SCOPE_ROOT
1291	5071	2026-08-22	md	TEXT	docs/knowledgeos/reviews/2026-08-22-KOS-AIP-GOV-STATE-DURABILITY-DV-CORRECTION-RV-REPAIR-COMMISSION-REGISTRATION.md	OUT_OF_SCOPE_ROOT
1292	38688	2026-08-22	md	TEXT	docs/knowledgeos/architecture/KOS-AIP-GOV-STATE-DURABILITY-DV-CORRECTION-SUMMARY.md	OUT_OF_SCOPE_ROOT
1293	198244	2026-08-22	md	TEXT	docs/knowledgeos/architecture/KOS-AIP-GOV-STATE-DURABILITY-MIGRATION-PLAN.md	OUT_OF_SCOPE_ROOT
1294	19016	2026-08-22	md	TEXT	docs/knowledgeos/reviews/2026-08-22-KOS-AIP-GOV-STATE-DURABILITY-DV-CORRECTION-RV-REPAIR-DISPOSITION.md	OUT_OF_SCOPE_ROOT
1295	17987	2026-08-22	md	TEXT	docs/knowledgeos/reviews/20260822-1430-KOS-BRAINSTORMING-INTAKE-INTEGRATION-ASSESSMENT.md	OUT_OF_SCOPE_ROOT
1296	10763	2026-08-22	md	TEXT	docs/knowledgeos/reviews/2026-08-22-KOS-AIP-GOV-STATE-DURABILITY-DV-CORRECTION-RV-REPAIR-GOVERNANCE-RE-VERIFICATION.md	OUT_OF_SCOPE_ROOT
1297	8514	2026-08-22	md	TEXT	docs/knowledgeos/reviews/2026-08-22-KOS-AIP-GOV-STATE-DURABILITY-DV-CORRECTION-ACCEPTANCE-REGISTRATION.md	OUT_OF_SCOPE_ROOT
1298	9027	2026-08-22	md	TEXT	docs/knowledgeos/reviews/2026-08-22-KOS-SESSION-BOOTSTRAP-001-diagnostic-and-activation-registration.md	OUT_OF_SCOPE_ROOT
1299	6764	2026-08-22	md	TEXT	docs/knowledgeos/governance/2026-08-22-KOS-SESSION-BOOTSTRAP-001-session-completion.md	OUT_OF_SCOPE_ROOT
1300	24548	2026-08-22	md	TEXT	docs/knowledgeos/reviews/2026-08-22-KOS-SESSION-BOOTSTRAP-001-INDEPENDENT-VERIFICATION.md	OUT_OF_SCOPE_ROOT
1301	7015	2026-08-22	md	TEXT	docs/knowledgeos/reviews/2026-08-22-KOS-SESSION-BOOTSTRAP-001-independent-verification-registration.md	OUT_OF_SCOPE_ROOT
1302	5868	2026-08-22	md	TEXT	docs/knowledgeos/reviews/2026-08-22-KOS-SESSION-BOOTSTRAP-001-CORRECTION-001-commission-registration.md	OUT_OF_SCOPE_ROOT
1303	6062	2026-08-22	md	TEXT	docs/knowledgeos/reviews/2026-08-22-KOS-SESSION-BOOTSTRAP-001-V8-DETERMINATION-registration.md	OUT_OF_SCOPE_ROOT
1304	16029	2026-08-22	md	TEXT	docs/knowledgeos/backlog/EKS-07-multi-process-coordination.md	OUT_OF_SCOPE_ROOT
1305	8977	2026-08-22	md	TEXT	docs/knowledgeos/reviews/2026-08-22-KOS-SESSION-BOOTSTRAP-001-CORRECTION-001-AUTHORING-commission-registration.md	OUT_OF_SCOPE_ROOT
1306	6798	2026-08-22	md	TEXT	docs/knowledgeos/reviews/2026-08-22-KOS-SESSION-BOOTSTRAP-001-CORRECTION-001-CANDIDATE-ELIGIBILITY-b51dba91-6fc4-4110-b2f2-ac76ad0f3808.md	OUT_OF_SCOPE_ROOT
1307	4080	2026-08-22	md	TEXT	docs/knowledgeos/reviews/2026-08-22-KOS-SESSION-BOOTSTRAP-001-CORRECTION-001-APPOINTMENT-b51dba91-registration.md	OUT_OF_SCOPE_ROOT
1308	18152	2026-08-22	md	TEXT	docs/knowledgeos/reviews/2026-08-22-KOS-SESSION-BOOTSTRAP-001-implementation-boundary-proposal.md	OUT_OF_SCOPE_ROOT
1309	11488	2026-08-22	md	TEXT	docs/knowledgeos/reviews/2026-08-22-KOS-SESSION-BOOTSTRAP-001-CORRECTION-001-ARCHITECTURE-CORRECTION-EVIDENCE-b51dba91-6fc4-4110-b2f2-ac76ad0f3808.md	OUT_OF_SCOPE_ROOT
1310	8622	2026-08-22	md	TEXT	docs/knowledgeos/governance/2026-08-22-KOS-SESSION-BOOTSTRAP-001-CORRECTION-001-session-completion.md	OUT_OF_SCOPE_ROOT
1311	13486	2026-08-22	md	TEXT	docs/knowledgeos/reviews/2026-08-22-KOS-SESSION-BOOTSTRAP-001-CORRECTION-001-RE-VERIFICATION-START-GATE-REFUSAL-8deac5de.md	OUT_OF_SCOPE_ROOT
1312	6043	2026-08-22	md	TEXT	docs/knowledgeos/reviews/2026-08-22-KOS-SESSION-BOOTSTRAP-001-CORRECTION-001-RE-VERIFICATION-APPOINTMENT-8deac5de-registration.md	OUT_OF_SCOPE_ROOT
1313	16870	2026-08-22	md	TEXT	docs/knowledgeos/reviews/2026-08-22-KOS-SESSION-BOOTSTRAP-001-CORRECTION-001-INDEPENDENT-RE-VERIFICATION.md	OUT_OF_SCOPE_ROOT
1314	7115	2026-08-22	md	TEXT	docs/knowledgeos/reviews/2026-08-22-KOS-SESSION-BOOTSTRAP-001-CORRECTION-001-INDEPENDENT-RE-VERIFICATION-registration.md	OUT_OF_SCOPE_ROOT
1315	16016	2026-08-22	md	TEXT	docs/knowledgeos/reviews/2026-08-22-KOS-SESSION-BOOTSTRAP-001-CORRECTION-001-RE-VERIFICATION-START-GATE-REFUSAL-d89af2f5.md	OUT_OF_SCOPE_ROOT
1316	12169	2026-08-22	md	TEXT	docs/knowledgeos/reviews/2026-08-22-KOS-SESSION-BOOTSTRAP-001-CORRECTION-001-GOVERNANCE-ADOPTION-REVIEW-START-GATE-REFUSAL-b51dba91.md	OUT_OF_SCOPE_ROOT
1317	16906	2026-08-22	md	TEXT	docs/knowledgeos/reviews/2026-08-22-KOS-SESSION-BOOTSTRAP-001-CORRECTION-001-GOVERNANCE-ADOPTION-REVIEW-START-GATE-REFUSAL-d31ea60f.md	OUT_OF_SCOPE_ROOT
1318	14347	2026-08-22	md	TEXT	docs/knowledgeos/reviews/2026-08-22-KOS-NEXT-ACTOR-ORCHESTRATION-001-implementation-prompt.md	OUT_OF_SCOPE_ROOT
1319	9683	2026-08-22	md	TEXT	docs/knowledgeos/reviews/2026-08-22-KOS-NEXT-ACTOR-ORCHESTRATION-001-commission-registration.md	OUT_OF_SCOPE_ROOT
1320	13986	2026-08-22	md	TEXT	docs/knowledgeos/reviews/2026-08-22-KOS-SESSION-BOOTSTRAP-001-CORRECTION-001-GOVERNANCE-LANE-ACTIVATION-START-GATE-REFUSAL-d89af2f5.md	OUT_OF_SCOPE_ROOT
1321	7339	2026-08-22	md	TEXT	docs/knowledgeos/reviews/2026-08-22-KOS-NEXT-ACTOR-ORCHESTRATION-001-APPOINTMENT-registration.md	OUT_OF_SCOPE_ROOT
