seq	initial_primary	initial_secondary	final_primary	final_secondary	classification_change	reason_for_change	path
1068	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/step-290/04-observational-family-audit.md
1069	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/step-290/05-congruence-audit.md
1070	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/step-290/06-declaration-derivation-audit.md
1071	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/step-290/07-step-261-gate-audit.md
1072	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/step-290/08-decision-register.md
1073	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/step-290/09-gap-update.md
1074	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/step-290/10-evidence-index.md
1075	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/step-291/exec/t291_bootstrap.py
1076	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/step-291/exec/t291_omega_tau_audit.py
1077	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/step-291/exec/t291_equality.py
1078	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/step-291/01_omega-tau-reconciliation.md
1079	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/step-291/04_closure-analysis.md
1080	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/step-291/03_operation-registry-audit.md
1081	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/step-291/02_observation-inventory.md
1082	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/step-291/05_dependency-graph.md
1083	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/step-291/08_equality-impact.md
1084	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/step-291/06_261-gate-audit.md
1085	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/step-291/07_governance-vs-derivation.md
1086	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/step-291/09_negative-results.md
1087	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/step-291/10_recommendation-and-next-act.md
1088	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/REFINED-STEP-288.md
1089	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/REFINED-STEP-289.md
1090	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/step-291/exec/t291b_graph_universe.py
1091	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/step-291/exec/t291_transcript.txt
1092	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/step-291/11_VNEXT-CLOSURE-AUDIT.md
1093	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/REFINED-STEP-291.md
1094	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/REFINED-STEP-290.md
1095	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/16-GAP-UPDATE-FROM-GITA-CHAPTERS-05-06-07.md
1096	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/19-GITA-CANDIDATE-TIERING-COMPLETED-ALL-18-CHAPTERS.md
1097	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/18-GITA-CANDIDATES-FOR-KNOWLEDGEOS-AND-THE-KERNEL.md
1098	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/20-GITA-KERNEL-CANDIDATES-THE-CONVERGENCE.md
1099	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/21-GITA-DIMENSION-AND-PURIFICATION-CANDIDATES.md
1100	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/22-EXTERNAL-RESEARCH-GITA-THEORY-REVIEW-AND-GAP-OPTIMIZATION.md
1101	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/23-GITA-CHAPTERS-10-15-KERNEL-RECONSTRUCTION.md
1102	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/24-CHAPTER-16-CONTROLLED-COMPARISON-AND-THE-QUALIFY-REFINEMENT.md
1103	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/25-GITA-TRACK-CLOSED-CH-17-18-05-AND-THE-GUNA-FORK.md
1104	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/26-THE-KERNEL-SIMULATION-AUDITED-AND-CH-04-03.md
1105	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/27-CH-02-REFRAME-AND-SIX-CONTROLLED-COMPARISONS.md
1106	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/28-CH-01-FAILURE-MODES-AND-THE-GITA-TRACK-CLOSED.md
1107	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/29-TWO-SYNTHESES-AND-THE-STEP-NUMBER-COLLISION.md
1108	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/31-STATE-VOCABULARY-THE-OPERATOR-CONTRACT-AND-SIX-COLLISIONS.md
1109	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/30-THE-EIGHT-PRIMITIVES-HOLD-CONVERGENCE-ON-THE-ANSWER.md
1110	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/32-THE-LANE-TURNS-ABSORPTION-NOT-ADJUDICATION.md
1111	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/33-A-LIVE-ADJUDICATION-AND-THE-INHERITED-GATES.md
1112	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/34-THE-UNSCHEDULABLE-PROGRAMME-AND-THE-DIMENSION-MODEL.md
1113	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/step-291/00_NUMBERING-COLLISION-REPORT.md
1114	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/35-A-CANDIDATE-CARRIER-FOR-THE-MISSINGNESS-DEFECT.md
1115	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/36-THE-PROBABILITY-SPACE-RE-RAISED-AND-THE-TOPOLOGICAL-LENS.md
1116	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/17-GITA-PHILOSOPHY-VS-MATHEMATICAL-AND-STATISTICAL-MODELLING.md
1117	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/REFINED-STEP-286.md
1118	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/00-INDEX.md
1119	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/README.md
1120	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-16-knowledge-placement-requirement-registration.md
1121	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/backlog/EKS-01-governed-knowledge-distribution.md
1122	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/backlog/EKS-03-historical-document-relocation.md
1123	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/backlog/EKS-04-lifecycle-handoff-ambiguity.md
1124	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-16-KOS-ATTR-ARCH-001-rev3-independent-architecture-review.md
1125	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-16-KOS-ATTR-ARCH-001-f1-f8-repair.md
1126	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-16-KOS-ATTR-ARCH-001-f1-f8-repair-independent-verification.md
1127	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-16-KOS-ATTR-ARCH-001-stage1-approval-registration.md
1128	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-16-KOS-ATTR-ARCH-001-review-decision-summary.md
1129	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-17-KOS-ARCH-BASELINE-001-producer-self-review-disclosure.md
1130	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-17-KOS-ARCH-BASELINE-001-phase-a-independent-verification.md
1131	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-17-KOS-ARCH-BASELINE-001-phase-a-v1.1-correction-verification.md
1132	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-17-KOS-ARCH-BASELINE-001-n1-n2-correction-delivery.md
1133	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-17-KOS-ARCH-BASELINE-001-verification-3-authorization.md
1134	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-17-KOS-ARCH-BASELINE-001-verification-3-n1-n2-report.md
1135	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-17-KOS-ARCH-BASELINE-001-verification-3-acceptance-registration.md
1136	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-17-KOS-ARCH-BASELINE-001-phase-a-acceptance-registration.md
1137	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-17-KOS-ATTR-ARCH-001-stage2-bounded-context-confirmation.md
1138	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-17-KOS-ARCH-BASELINE-002-commission.md
1139	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-17-KOS-ARCH-BASELINE-002-principal-review-registration.md
1140	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-17-KOS-ARCH-BASELINE-002-acceptance-registration.md
1141	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/developer_guide/developer-guide-set-up-ai-agents-with-knowledgeos.md
1142	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-17-KOS-ARCH-BASELINE-002-context-map-v2.md
1143	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-17-KOS-ARCH-BASELINE-002-capability-map-v2.md
1144	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-17-KOS-ARCH-BASELINE-002-architecture-landscape-v2.md
1145	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-17-KOS-ARCH-BASELINE-003-commission.md
1146	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/KOS-ARCH-BASELINE-003-bc7-domain-model-proposal.md
1147	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/KOS-ARCH-BASELINE-003-verification-report.md
1148	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/KOS-ARCH-BASELINE-003-verification-2-report.md
1149	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/KOS-ARCH-BASELINE-003-correction-delivery-note.md
1150	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/KOS-ARCH-BASELINE-003-verification-3-report.md
1151	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/backlog/EKS-02-subject-derived-placement-enforcement.md
1152	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-17-KOS-ARCH-BASELINE-003-verification-3-acceptance-registration.md
1153	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-17-KOS-ARCH-BASELINE-003-acceptance-registration.md
1154	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/KOS-ARCH-BASELINE-003-domain-model-refinement.md
1155	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-18-portfolio-lifecycle-reconciliation.md
1156	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-18-arb-sequencing-determination.md
1157	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/architecture/README.md
1158	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/architecture/README (1).md
1159	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/architecture/01-system-context.puml
1160	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/architecture/02-container-architecture.puml
1161	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/architecture/03-component-knowledgeos.puml
1162	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/architecture/04-contract-neutrality-fact-model.puml
1163	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-18-two-track-parallel-authorization.md
1164	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-18-KOS-AIP04-DISCOVERY-001-commission.md
1165	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-18-KOS-AIP04-DISCOVERY-001-independent-verification.md
1166	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-independent-verification-2-amendment1.md
1167	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/architecture/2026-08-18-KOS-AIP04-DISCOVERY-001-adr-aip-04-capability-discovery-proposal.md
1168	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-independent-verification-3-correction2.md
1169	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-19-six-role-operating-model-adoption.md
1170	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-verification-3-registration.md
1171	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-record-integrity-disposition.md
1172	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-capability-analysis-amendment.md
1173	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-amd2-verification-registration.md
1174	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-correction3-verification-stop.md
1175	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-amd2-verification.md
1176	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-amd2-verification-independence-refusal.md
1177	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/architecture/KOS-AIP04-DISCOVERY-001-capability-architecture-analysis.md
1178	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-correction3-verification-registration.md
1179	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-correction3-verification-independence-refusal.md
1180	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-provenance-reconciliation.md
1181	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-c5-commission-canonical-discovery-stop.md
1182	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-provenance-disposition-c5-correction3.md
1183	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-c10-receipt-decision-boundary.md
1184	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-c10-decision-1-receipt-semantics.md
1185	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-c10-d1-second-act-conflict.md
1186	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-c10-existence-decision-prep.md
1187	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-c10-d3-decision-prep.md
1188	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-c10-d4-decision-prep.md
1189	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-c10-d4-2-condition-semantics.md
1190	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-c10-d4-3-response-mapping.md
1191	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-c10-d5-commission.md
1192	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/architecture/KOS-AIP04-C10-D5-ESTABLISHMENT-CRITERIA-PROPOSAL.md
1193	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-c10-d1-stabilization-act-registration.md
1194	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-c10-d1-consolidation-prep.md
1195	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-c10-d2-existence-decision.md
1196	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/reviews/2026-08-19-KOS-AIP04-DISCOVERY-001-provenance-disposition.md
1197	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/architecture/KOS-AIP04-C10-E2-RECEIPT-COMPLETENESS.md
